City,Latitude,Longitude,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
Pitimbu,-7.47,-34.81,82.4,78,75,14.99,BR,1603379290
Caniço,32.63,-16.85,71.6,53,40,5.82,PT,1603379292
Arlit,18.74,7.39,100.96,8,0,18.81,NE,1603379294
Abu Samrah,35.3,37.18,71.76,28,0,1.88,SY,1603379296
Baní,18.28,-70.33,84.2,74,75,3.18,DO,1603379297
Khani,41.96,42.96,66.2,68,0,8.05,GE,1603379299
Salalah,17.02,54.09,84.2,74,20,5.82,OM,1603379300
Karangampel,-6.46,108.45,83.05,71,86,1.3,ID,1603379301
Anadyr,64.75,177.48,37.4,86,75,6.71,RU,1603379303
Bereda,43.27,-7.54,57.0,86,72,8.01,ES,1603379304
Cookeville,36.16,-85.5,73.0,78,1,6.93,US,1603378894
Kununurra,-15.77,128.73,86.0,62,100,8.05,AU,1603379306
Atyrau,47.12,51.88,42.8,48,0,6.71,KZ,1603379308
Katsuura,35.13,140.3,66.2,72,75,10.29,JP,1603379309
Glace Bay,46.2,-59.96,63.0,73,100,8.99,CA,1603379310
Tsumeb,-19.23,17.72,97.83,8,1,11.1,NA,1603379312
Rome,43.21,-75.46,57.2,82,90,1.68,US,1603379044
Karratha,-20.74,116.85,71.87,70,0,16.31,AU,1603379315
Pec,42.66,20.29,64.4,42,0,2.24,XK,1603379317
Honiara,-9.43,159.95,77.94,78,100,3.29,SB,1603379318
Uglekamensk,43.22,133.23,43.12,76,39,5.99,RU,1603379321
Lima,-12.04,-77.03,66.0,77,40,8.05,PE,1603379197
Kelvington,52.17,-103.53,15.76,96,60,7.94,CA,1603379164
Puri,19.8,85.85,78.8,94,75,16.91,IN,1603379325
Brae,60.4,-1.35,46.4,75,40,11.41,GB,1603379326
Yulara,-25.24,130.99,80.6,32,0,20.8,AU,1603379327
Manicoré,-5.81,-61.3,84.11,68,100,2.48,BR,1603379328
Bud,39.45,-86.18,70.0,93,52,4.7,US,1603379329
Bataiporã,-22.3,-53.27,88.48,40,43,8.37,BR,1603379331
Sayyan,15.17,44.32,65.32,27,61,11.18,YE,1603379332
Kalmunai,7.42,81.82,83.23,74,91,6.17,LK,1603379333
Khovd,48.01,91.64,36.45,70,17,1.32,MN,1603379334
Okha,53.57,142.95,46.17,96,100,4.25,RU,1603379336
Hualmay,-11.1,-77.61,69.1,67,69,9.37,PE,1603379337
Kjøllefjord,70.95,27.35,33.8,69,75,5.82,NO,1603379338
Mayo,38.89,-76.51,73.99,100,90,3.36,US,1603379339
Baykit,61.67,96.37,36.0,85,100,5.57,RU,1603379341
Saint-Pierre,-21.34,55.48,75.2,73,0,23.04,RE,1603379342
Itaituba,-4.28,-55.98,98.82,36,96,4.97,BR,1603379344
Vrangel',42.73,133.08,49.59,73,2,11.7,RU,1603379345
Grootfontein,-19.57,18.12,95.56,9,0,15.5,NA,1603379346
Estelle,29.85,-90.11,81.0,94,75,11.41,US,1603379348
Biltine,14.53,20.92,97.56,9,60,10.63,TD,1603379349
Dingle,11.0,122.67,77.79,90,62,4.94,PH,1603379350
Najrān,17.49,44.13,84.2,9,0,9.17,SA,1603379352
Sekoma,-24.4,23.88,92.68,15,0,12.64,BW,1603379353
Batemans Bay,-35.72,150.18,60.01,97,90,1.66,AU,1603379354
Mar del Plata,-38.0,-57.56,57.2,76,90,17.22,AR,1603379122
Kashgar,39.45,75.98,57.2,24,20,6.71,CN,1603379357
Lompoc,34.64,-120.46,57.2,100,90,5.55,US,1603379161
Zhigansk,66.77,123.37,17.78,96,100,16.82,RU,1603379359
Ekhabi,53.51,142.97,46.08,96,100,3.91,RU,1603379361
Wabana,47.63,-52.95,64.4,77,90,16.11,CA,1603379362
Alyangula,-13.85,136.42,82.4,74,100,8.05,AU,1603379363
Fatehpur,25.93,80.8,78.93,42,4,2.08,IN,1603379364
Naze,28.37,129.48,77.0,100,75,10.29,JP,1603379366
Sitka,57.05,-135.33,32.0,82,1,5.82,US,1603379367
Mahon,39.89,4.27,73.4,73,0,12.75,ES,1603379368
Santa Rosa,14.31,121.11,82.4,78,90,6.93,PH,1603379371
Matagami,49.75,-77.63,30.2,92,90,2.24,CA,1603379372
Purificación,3.86,-74.93,81.0,72,99,1.81,CO,1603379374
Kamiiso,41.82,140.65,59.38,81,100,5.21,JP,1603379376
Pemangkat,1.17,108.97,80.65,81,100,9.57,ID,1603379378
Palanga,55.92,21.07,57.2,87,75,11.41,LT,1603379379
Ponta Delgada,37.73,-25.67,64.4,68,75,10.29,PT,1603379381
Usinsk,65.99,57.53,26.71,97,99,14.47,RU,1603379383
Vostok,46.49,135.88,32.38,97,99,1.21,RU,1603379384
Mustafakemalpaşa,40.04,28.41,73.4,73,0,13.87,TR,1603379386
Guarenas,10.47,-66.61,80.01,59,72,3.98,VE,1603379387
Mafeteng,-29.82,27.24,84.52,15,75,14.03,LS,1603379388
Tilichiki,60.47,166.1,31.95,98,96,5.01,RU,1603379389
Bhattiprolu,16.1,80.78,84.2,89,75,3.69,IN,1603379391
Muravlenko,63.79,74.52,18.05,97,100,11.86,RU,1603379393
Umba,66.69,34.34,34.72,94,100,21.74,RU,1603379396
Gerede,40.8,32.2,56.05,64,0,3.11,TR,1603379397
Rocha,-34.48,-54.33,60.44,80,100,15.1,UY,1603379398
Ixtapa,20.7,-105.2,84.0,94,20,4.7,MX,1603379399
Sørland,67.67,12.69,39.2,75,40,12.75,NO,1603379401
Pangnirtung,66.15,-65.71,28.4,79,90,2.28,CA,1603379403
Pointe-Noire,-4.78,11.86,79.32,81,87,9.31,CG,1603379404
Saint-Joseph,-21.37,55.62,75.2,73,0,23.04,RE,1603379406
Koumac,-20.57,164.28,73.76,78,100,4.03,NC,1603379407
Skotina,40.01,22.55,75.2,36,0,1.54,GR,1603379408
Korla,41.76,86.15,54.0,97,0,3.0,CN,1603379409
Erenhot,43.65,111.98,34.61,71,0,2.91,CN,1603379411
Mount Gambier,-37.83,140.77,53.6,93,90,8.05,AU,1603379412
Sanary-sur-Mer,43.12,5.8,70.0,77,99,8.01,FR,1603379413
Ngama,11.78,17.17,99.21,15,9,10.16,TD,1603379416
Mayahi,13.96,7.67,99.23,8,0,18.37,NE,1603379286
Nazaré,-13.04,-39.01,87.96,52,54,7.34,BR,1603379258
Hachinohe,40.5,141.5,62.6,72,75,5.82,JP,1603379422
Waipawa,-41.41,175.52,55.4,82,4,16.11,NZ,1603379423
Shetpe,44.17,52.12,46.67,53,50,8.21,KZ,1603379425
Guerrero Negro,27.98,-114.06,67.89,78,89,7.23,MX,1603379426
Putyatino,54.16,41.12,40.82,88,100,8.88,RU,1603379427
Ginir,7.13,40.7,61.45,83,53,3.71,ET,1603379430
Vagay,57.94,69.02,30.9,97,92,4.12,RU,1603379432
Bambous Virieux,-20.34,57.76,77.0,65,20,9.17,MU,1603379433
San Quintín,30.48,-115.95,65.59,76,100,3.62,MX,1603379435
Buala,-8.14,159.59,79.74,71,99,1.97,SB,1603379436
Cherskiy,68.75,161.3,20.64,95,27,10.51,RU,1603379438
Bone,51.97,12.14,66.99,75,9,8.19,DE,1603379439
Manokwari,-0.87,134.08,81.34,75,4,7.23,ID,1603379440
Comodoro Rivadavia,-45.87,-67.5,64.4,48,0,4.7,AR,1603379441
Havre-St-Pierre,50.23,-63.6,42.8,81,75,18.34,CA,1603379443
Bela,25.93,81.98,79.93,46,18,5.77,IN,1603379444
Mossamedes,-15.2,12.15,77.0,73,75,11.41,AO,1603379445
Juneau,58.3,-134.42,28.99,50,1,5.82,US,1603379446
Hamadan,34.8,48.51,49.57,46,0,2.86,IR,1603379448
Jiayuguan City,39.82,98.3,43.84,48,0,2.73,CN,1603379449
Lipin Bor,60.26,37.98,36.21,86,100,16.26,RU,1603379450
Bolobo,-2.17,16.23,86.13,57,49,5.5,CD,1603379451
Ormara,25.21,64.64,81.97,50,0,6.64,PK,1603379452
Norman Wells,65.28,-126.83,6.8,92,75,2.24,CA,1603379454
El Alto,-4.27,-81.21,71.6,78,0,18.34,PE,1603379455
Grand Gaube,-20.01,57.66,75.0,70,0,4.0,MU,1603379456
Myitkyina,25.38,97.4,71.35,97,100,0.76,MM,1603379458
Dicabisagan,17.08,122.42,81.43,78,7,4.92,PH,1603379459
Husavik,66.04,-17.34,39.2,60,40,2.24,IS,1603379460
Puerto Escondido,15.85,-97.07,75.2,88,20,9.17,MX,1603379461
Kargopol',61.51,38.95,32.9,92,100,11.18,RU,1603379343
Kikwit,-5.04,18.82,86.49,61,98,3.22,CD,1603379464
Qaqortoq,60.72,-46.03,26.6,68,20,2.24,GL,1603379466
Huarmey,-10.07,-78.15,69.78,66,37,9.53,PE,1603379469
Ürümqi,43.8,87.6,51.8,32,0,6.71,CN,1603379184
Omsukchan,62.53,155.8,15.06,90,0,6.93,RU,1603379471
Sheltozero,61.37,35.37,39.87,89,100,17.56,RU,1603379473
Kumhāri,21.27,81.52,78.8,65,31,4.7,IN,1603379474
Raudeberg,61.99,5.14,44.01,72,49,22.32,NO,1603379475
Kupang,-10.17,123.58,80.29,72,68,4.83,ID,1603379255
Megion,61.03,76.11,28.4,86,90,5.84,RU,1603379478
Humberto de Campos,-2.6,-43.46,92.21,49,70,11.16,BR,1603379479
Richards Bay,-28.78,32.04,73.62,70,85,10.0,ZA,1603379480
Conway,35.09,-92.44,73.0,88,75,6.93,US,1603379295
Nuuk,64.18,-51.72,28.4,74,20,8.05,GL,1603379483
Jacobabad,28.28,68.44,75.47,16,0,3.06,PK,1603379485
Nangong,37.36,115.37,46.69,45,0,4.16,CN,1603379486
Pontianak,-0.03,109.33,78.24,87,98,2.8,ID,1603379488
Berasia,23.63,77.43,77.0,65,20,6.93,IN,1603379342
Cavalcante,-13.8,-47.46,83.53,49,64,7.56,BR,1603379490
St. George's,12.06,-61.75,87.8,74,20,17.22,GD,1603379491
Pacific Grove,36.62,-121.92,55.99,100,90,4.7,US,1603379493
Tura,25.52,90.22,71.17,99,100,3.29,IN,1603379494
Harper,4.38,-7.72,81.07,80,61,7.61,LR,1603379495
Luxor,25.7,32.64,98.6,11,0,5.82,EG,1603379497
Solnechnyy,50.72,136.63,34.9,87,0,4.29,RU,1603379498
Vilyuysk,63.76,121.62,13.39,96,43,6.08,RU,1603379499
Visby,57.64,18.3,57.0,93,0,12.75,SE,1603379500
Santa Maria,-29.68,-53.81,81.21,55,57,11.18,BR,1603379502
Rock Sound,24.9,-76.2,80.69,77,20,19.93,BS,1603379503
Talaya,61.38,152.75,20.52,85,58,4.83,RU,1603379504
Shimoda,34.67,138.95,60.01,91,100,8.43,JP,1603379505
Djebeniana,35.03,10.91,77.0,65,40,16.11,TN,1603379507
Hailey,43.52,-114.32,30.2,46,20,9.17,US,1603379508
Ocampo,21.65,-101.5,59.99,51,0,0.89,MX,1603379509
Novikovo,51.15,37.89,52.68,64,100,5.39,RU,1603379511
Maragogi,-9.01,-35.22,81.97,72,50,12.59,BR,1603379512
Malanje,-9.54,16.34,80.6,69,75,18.34,AO,1603379514
Gebre Guracha,9.8,38.4,57.72,68,54,1.21,ET,1603379515
Itoman,26.12,127.67,75.2,88,75,33.33,JP,1603379411
Kiama,-34.68,150.87,63.0,86,17,1.01,AU,1603379517
Hanmer Springs,-42.52,172.82,44.26,67,31,4.72,NZ,1603379316
Yakeshi,49.28,120.73,17.17,91,0,4.41,CN,1603379520
São João da Barra,-21.64,-41.05,78.8,65,75,11.41,BR,1603379521
Corowa,-36.03,146.38,54.0,85,4,5.46,AU,1603379523
Tautira,-17.73,-149.15,75.2,78,40,1.12,PF,1603379524
Prince Rupert,54.32,-130.32,33.8,100,1,8.05,CA,1603379272
Touros,-5.2,-35.46,80.6,88,75,16.11,BR,1603379526
West Bay,19.37,-81.42,88.0,79,20,4.7,KY,1603379501
Ratnagiri,16.98,73.3,79.21,87,98,8.05,IN,1603379529
Vuktyl,63.86,57.31,23.34,97,95,8.3,RU,1603379531
Tigre,-34.43,-58.58,57.99,93,90,16.11,AR,1603379532
Chengzhong,30.95,113.55,62.6,63,0,6.71,CN,1603379533
Aksarka,66.56,67.8,16.86,93,88,4.38,RU,1603379535
Saint Anthony,45.02,-93.22,34.0,80,90,8.05,US,1603379536
Thaton,16.92,97.37,77.36,88,99,2.93,MM,1603379538
Atar,20.52,-13.05,96.71,15,1,4.36,MR,1603379539
Ambalavao,-21.83,46.93,68.4,60,0,6.98,MG,1603379540
Kigoma,-4.88,29.63,78.8,74,40,13.87,TZ,1603379542
Padang,-0.95,100.35,79.38,67,100,3.65,ID,1603379543
Geraldton,-28.77,114.6,60.8,77,0,11.41,AU,1603379544
Canindé,-4.36,-39.31,94.62,37,60,10.89,BR,1603379546
Udachny,66.42,112.4,14.0,92,90,8.95,RU,1603379547
Tazovsky,67.47,78.7,6.8,96,92,10.49,RU,1603379548
Yumen,40.28,97.2,42.42,50,0,7.56,CN,1603379550
Moosomin,50.13,-101.67,18.95,95,100,6.53,CA,1603379551
Hemsedal,60.86,8.55,39.99,88,82,0.89,NO,1603379552
Aksu,41.12,80.26,52.7,34,55,4.09,CN,1603379553
Chimbarongo,-34.7,-71.05,68.0,59,0,3.36,CL,1603379556
Kaeo,-35.1,173.78,59.0,96,97,3.8,NZ,1603379344
Christchurch,-43.53,172.63,54.0,81,95,6.93,NZ,1603379558
Balsas,-7.53,-46.04,101.05,19,1,8.99,BR,1603379560
Moïssala,8.34,17.77,89.44,53,54,2.17,TD,1603379561
Ariogala,55.27,23.47,59.0,67,90,21.92,LT,1603379562
Kayerkan,69.35,87.76,14.0,85,40,4.47,RU,1603379563
Malbork,54.04,19.03,61.0,100,52,10.63,PL,1603379566
Lębork,54.54,17.75,63.0,67,20,13.87,PL,1603379567
Petropavl,54.88,69.16,33.03,89,99,8.86,KZ,1603379452
Marawi,8.0,124.29,79.0,87,100,5.99,PH,1603379569
Freeport,40.66,-73.58,66.2,93,90,6.93,US,1603379413
Waddān,29.16,16.14,79.05,25,0,2.04,LY,1603379573
Labuan,5.28,115.24,82.4,83,20,3.36,MY,1603379574
Cayenne,4.93,-52.33,89.6,62,1,10.29,GF,1603379575
Chernitsyno,51.51,36.05,51.8,71,75,6.71,RU,1603379578
Olden,61.84,6.81,44.6,75,75,10.29,NO,1603379579
Vestmannaeyjar,63.44,-20.27,44.6,81,90,47.2,IS,1603379582
Lubumbashi,-11.66,27.48,85.73,28,75,4.9,CD,1603379584
Fairlie,55.76,-4.86,51.01,91,91,5.99,GB,1603379488
Leningradskiy,69.38,178.42,29.59,92,0,5.66,RU,1603379586
Moses Lake,47.13,-119.28,37.4,59,75,3.36,US,1603379515
Malinovoye Ozero,51.68,79.78,40.78,66,78,8.12,RU,1603379589
Sidi Ali,36.1,0.42,78.31,39,61,5.44,DZ,1603379590
Oussouye,12.48,-16.55,93.2,67,75,4.7,SN,1603379591
Mackay,-21.15,149.2,73.4,83,13,5.82,AU,1603379592
Ust'-Kut,56.79,105.77,32.65,94,85,4.88,RU,1603379593
Coahuayana Viejo,18.73,-103.68,73.4,78,40,6.93,MX,1603379595
Bellefontaine,40.36,-83.76,70.0,100,1,8.05,US,1603379596
Muscat,23.61,58.59,84.2,48,0,2.24,OM,1603379597
Trairi,-3.28,-39.27,88.92,54,79,17.78,BR,1603379323
Cooma,-36.23,149.13,48.2,100,90,5.82,AU,1603379599
Mahibadhoo,3.78,72.97,82.87,78,10,13.82,MV,1603379601
Hofn,64.25,-15.21,42.8,75,90,14.99,IS,1603379602
Denpasar,-8.65,115.22,78.8,83,40,5.82,ID,1603379470
Winton,37.39,-120.61,57.0,100,1,4.7,US,1603379604
Alice Springs,-23.7,133.88,84.2,32,0,20.8,AU,1603379516
Moindou,-21.69,165.68,77.0,65,0,3.36,NC,1603379607
Malakal,9.53,31.66,84.52,64,69,2.89,SS,1603379608
Mitú,1.2,-70.17,80.94,91,100,1.97,CO,1603379609
Aleksandrov Gay,50.15,48.57,40.15,70,16,4.09,RU,1603379611
Rawlins,41.79,-107.24,35.6,74,90,12.86,US,1603379612
Alto Lucero,19.62,-96.72,73.22,74,100,1.16,MX,1603379613
Thinadhoo,0.53,72.93,83.39,75,14,15.08,MV,1603379614
Fairbanks,64.84,-147.72,19.4,85,40,6.93,US,1603379491
Yanai,33.97,132.12,64.4,93,90,4.7,JP,1603379617
Diu,20.71,70.98,82.35,75,55,8.48,IN,1603379618
Bintulu,3.17,113.03,78.8,94,40,1.12,MY,1603379619
Hokitika,-42.72,170.97,46.27,88,100,4.25,NZ,1603379620
Churapcha,62.0,132.43,8.31,96,0,2.93,RU,1603379622
Palana,59.12,159.97,34.05,91,0,3.0,RU,1603379623
Lac-Mégantic,45.58,-70.88,48.99,79,74,5.99,CA,1603379624
General Roca,-39.03,-67.58,57.2,76,75,3.36,AR,1603379625
Bilma,18.69,12.92,96.66,9,0,7.9,NE,1603379627
Puerto del Rosario,28.5,-13.86,75.2,60,75,11.41,ES,1603379628
Sur,22.57,59.53,78.85,62,0,13.15,OM,1603379629
Casablanca,33.59,-7.62,71.01,77,75,4.7,MA,1603379353
Narsaq,60.92,-46.05,26.6,68,20,2.24,GL,1603379631
Kamień Pomorski,53.97,14.77,64.0,67,0,10.29,PL,1603379633
Sorong,-0.88,131.25,80.02,82,36,2.82,ID,1603379634
Simao,22.79,100.97,59.52,78,98,2.91,CN,1603379636
Belaya Gora,68.53,146.42,2.86,89,4,3.56,RU,1603379637
Khasan,42.43,130.64,45.39,58,95,17.45,RU,1603379638
Jiménez,28.33,-105.4,60.8,44,20,10.29,MX,1603379641
Domoni,-12.26,44.53,80.6,67,25,4.34,KM,1603379642
Makakilo City,21.35,-158.09,75.2,94,1,4.7,US,1603379643
Haines Junction,60.75,-137.51,16.7,86,0,2.06,CA,1603379644
Sundsvall,62.39,17.31,37.4,93,90,4.7,SE,1603379612
New Waterford,40.85,-80.61,68.0,79,69,1.99,US,1603379647
Belyy Yar,53.6,91.39,41.0,75,0,6.71,RU,1603379648
Eltham,-39.43,174.3,51.01,95,1,5.01,NZ,1603379650
Corralillo,22.98,-80.59,81.91,81,70,12.73,CU,1603379651
Beyneu,45.32,55.2,43.56,59,40,8.05,KZ,1603379652
Chenghai,23.46,116.77,71.6,68,40,8.95,CN,1603379654
Winkler,49.18,-97.94,26.6,100,90,5.82,CA,1603379656
San Rafael,-34.62,-68.33,66.09,52,4,6.44,AR,1603379546
Celina,40.55,-84.57,69.01,88,75,6.93,US,1603379659
Weyburn,49.67,-103.85,21.0,88,100,5.99,CA,1603379660
Champerico,14.3,-91.92,77.0,83,40,4.32,GT,1603379661
Guaymas,27.93,-110.9,80.6,94,75,10.11,MX,1603379662
Half Moon Bay,37.46,-122.43,57.99,100,90,8.05,US,1603379526
Kingseat,56.1,-3.41,51.8,87,75,6.93,GB,1603379665
Vallenar,-28.57,-70.76,77.59,31,0,6.58,CL,1603379666
Merrill,45.18,-89.68,34.0,86,90,5.82,US,1603379667
Khomutovka,51.92,34.56,48.29,74,100,9.78,RU,1603379668
Takhatgarh,25.33,73.0,80.29,19,19,3.91,IN,1603379670
Lüderitz,-26.65,15.16,63.9,69,0,15.52,NA,1603379671
Mahenge,-8.68,36.72,78.69,50,74,2.15,TZ,1603379672
La Libertad,-2.23,-80.9,75.2,73,0,4.7,EC,1603379586
Kouvarás,37.83,23.97,72.0,49,20,14.99,GR,1603379676
